XX;YY;class
1,680554474;-0,18450537;1
-1,128060401;0,91368913;0
0,654289559;0,58349743;0
0,528175689;0,807805402;0
0,165345848;0,077072003;1
-0,052053245;1,02442361;0
0,077102931;0,335206915;1
-0,237910813;0,344771745;1
-0,750943526;0,414921862;0
1,311304437;0,532164278;0
-0,449114713;0,879589755;0
-1,074186064;0,528280983;0
0,558694648;-0,439297535;1
0,807124451;0,514667331;0
-0,724023042;0,176520266;0
1,884919052;0,301195838;1
2,308206141;-0,013686389;1
0,98417409;0,597450935;0
1,219569342;-0,500163056;1
-0,710314453;0,526414834;0
-0,622801434;0,640597808;0
1,737531327;-0,211735283;1
0,033418327;0,073128058;1
0,429534419;0,601323326;1
-1,003503214;0,388260575;0
1,753399289;-0,173890019;1
1,0834136;0,60310024;0
-0,698815071;0,646948406;0
1,665132178;-0,162783975;1
-0,97367572;0,408404263;0
0,671896595;-0,247751963;1
0,186416082;0,679144885;0
1,780961464;-0,056635982;1
1,082601959;0,057461093;0
1,874461543;-0,077728755;1
2,056828307;-0,27722831;1
-0,59323382;0,895343562;0
1,419380709;0,161856661;1
1,907541982;0,111766115;1
0,024803989;0,459555095;1
-0,995565695;0,323328326;0
0,174689045;1,105111238;0
1,083504316;-0,608875986;1
-0,046821853;0,564493211;0
0,514242587;-0,152014319;1
-0,007375915;0,39925865;1
0,300058216;1,128862277;0
1,103273365;0,106980729;0
0,30384269;0,963213618;0
1,391737279;-0,543757102;1
2,228540963;0,287366025;1
-1,153018843;0,012147407;0
0,507628262;-0,490875065;1
-0,499841697;-0,088036523;0
1,861166828;0,184726154;1
-0,671503525;0,676765434;0
0,732576908;-0,55950743;1
0,974426571;0,355088828;0
0,237656177;-0,456617879;1
0,357168271;-0,329366415;1
1,052156435;-0,472031145;1
-0,661049046;0,694188626;0
0,110060639;0,97446817;0
0,064519027;0,088694291;1
1,411022092;0,043801693;1
-0,240840333;1,069588258;0
1,187871853;-0,429736941;1
1,612168912;-0,144075495;1
2,027709109;0,438869242;1
0,098248945;-0,021961806;1
1,249595926;-0,590540815;1
-0,093977897;0,525338847;1
-0,039107238;0,16710029;1
-0,861398802;0,350344223;0
0,148114242;-0,550528902;1
-1,089301195;0,085967165;0
0,817320699;0,598537993;0
1,456532193;-0,249990283;1
0,923152098;-0,488297437;1
1,158185664;-0,480681226;1
0,502467317;-0,099527147;0
-0,759851158;0,616255519;0
-0,068047689;0,946270968;0
0,156517493;-0,009046825;1
2,013977466;-0,17961568;1
0,192323149;0,097585168;1
0,990533607;-0,4990993;1
1,475916187;-0,414618508;1
-0,594123713;0,470564713;0
0,767014429;-0,44139015;1
0,689500568;-0,121403991;1
-0,716537776;0,86407581;0
-0,859347913;0,356487174;0
0,220468265;0,971556703;0
1,046141503;0,17306281;0
0,074625542;0,99957317;0
0,484006783;0,140168124;1
0,339630038;-0,103571382;1
0,899888862;-0,558948635;1
0,216822863;-0,345472218;1
0,391631975;-0,108648765;1
-0,509156544;0,897661243;0
0,382552662;0,907548148;0
0,616442316;-0,066572248;1
0,655745177;-0,337152958;1
0,310378404;-0,062063234;1
1,638876137;0,191947508;1
-0,774736245;0,308623888;0
0,188305041;0,741977432;0
0,897375254;0,414511141;0
2,228269682;0,471464212;1
0,123597543;1,224601841;0
-0,106537514;1,073281153;0
-1,09042185;0,147845918;0
0,714557231;0,645469039;0
-0,614124901;0,349330337;0
-0,071230039;0,458198923;1
-0,432936899;1,034991462;0
-0,90045639;0,355094757;0
1,564059947;-0,41894133;1
1,253851481;-0,452767995;1
0,307485823;1,167189487;0
-0,170833985;0,85411532;0
-0,10094963;0,555110525;1
0,935981133;0,701958463;0
1,51659171;-0,255082063;1
1,581398701;-0,351280551;1
0,241253246;1,067935527;0
-0,370207138;1,136934207;0
1,158090651;-0,179200896;1
1,057116524;-0,851431543;1
0,340760934;-0,372496546;1
0,919073871;0,013614467;0
0,321548464;-0,443878696;1
0,445362121;-0,085491082;1
0,604601839;-0,483470718;1
-0,005540926;0,022361358;1
0,526534618;-0,243633202;1
0,159707792;-0,398858649;1
1,555076518;-0,123831628;1
-0,096021043;0,583832986;0
0,456240567;-0,075548221;1
1,195630809;-0,308890127;1
-0,310392219;-0,101879485;1
0,064543105;0,922901306;0
1,648445671;-0,498498878;1
1,81526733;0,376899744;1
0,310868641;1,036871303;0
0,613725776;0,951572021;0
2,024106255;0,314678666;1
1,566885537;-0,406019763;1
-0,776476368;0,518580711;0
-0,796494354;1,489833811;0
0,524159273;0,893853393;0
1,286623764;-1,039371587;1
-0,03437392;0,192709168;1
2,135295815;0,500392656;1
1,877809367;-0,275576514;1
-0,652833997;0,632650696;0
-1,199481935;0,338233767;0
1,043255374;-0,37895899;1
1,405506094;-0,223485058;1
-0,463985913;0,769482361;0
-1,161603015;0,542182871;0
0,87577784;-0,699828037;1
0,472019655;-0,223942635;1
0,29743764;0,876831451;0
0,484869875;1,131725958;0
1,67266686;-0,392079162;1
0,843918615;-0,666440653;1
0,181307292;1,065347623;0
1,999613784;0,454347141;1
0,122504318;0,831554868;0
0,957170939;0,839782857;0
-0,007344351;0,422618654;1
1,855485846;-0,243209037;1
-0,240329091;0,946595495;0
-0,145323948;1,019557297;0
0,974018794;0,284999404;0
1,60256359;-0,364257757;1
1,945884782;-0,191203277;1
-0,271556967;0,100114082;1
1,784203015;0,213630825;1
0,33005812;0,091157352;1
1,73891086;-0,62800843;1
0,233689754;-0,326341065;1
2,119861719;-0,0973916;1
1,474338171;0,063827252;0
1,014567892;0,733117964;0
1,690877388;-0,517473101;1
2,098791134;-0,05430925;1
1,153775931;0,169941762;0
0,833457318;0,519592129;0
0,956563003;0,799701215;0
0,034959834;0,994619485;0
0,764606831;-0,180548879;1
0,736555036;-0,479776236;1
1,493567789;-0,232884564;1
-0,544831104;-0,179916928;1
0,268930413;0,752837965;0
-1,047553394;0,393090054;0
-1,149434023;-0,07255233;0
0,409742668;0,772445675;0
0,841355888;0,478888144;0
0,27116674;0,077529512;1
-0,843345456;0,489805414;0
0,048653764;0,7503453;0
1,655762073;-0,374926323;1
-0,877502881;0,655780687;0
0,285070206;-0,511868832;1
0,178331571;-0,037812514;1
0,654953856;-0,219411781;1
-0,821828637;0,561499507;0
-0,894683909;0,183379445;0
1,41770331;-0,18472104;1
2,038952784;0,223261243;1
0,395247745;0,615078491;0
0,49481717;1,145969274;0
-0,113442171;1,513461055;0
1,957215554;-0,127706107;1
-0,493482888;0,619041243;0
2,051763069;-0,013335232;1
1,165118629;-0,415314681;1
2,303286589;0,186284591;1
1,132948141;-0,480620106;1
1,147298419;0,395765421;0
0,030202734;0,025825568;1
-0,287741525;1,156023761;0
0,063744253;0,248471873;1
0,512957089;-0,300567004;1
1,836461007;-0,144363483;1
-0,678779448;1,201860096;0
-0,841288008;0,216391302;0
0,769785333;-0,276273471;0
1,011139692;-0,144546999;1
-0,857929723;-0,133706003;0
1,3790444;-0,009633489;1
0,366977565;0,910407924;0
-0,853156447;0,452994555;0
0,102294516;-0,099747529;1
-0,460208013;0,986136077;0
0,803277661;0,112884906;0
-1,025752606;-0,125138912;0
0,39982816;1,095304363;0
0,582370449;0,773088843;0
0,795866871;-0,406920993;1
1,800310327;-0,024093499;1
-0,804749225;0,812651655;0
1,396520262;0,288556164;0
-0,247327846;0,956870253;0
1,320989245;-0,798963716;1
-0,331635948;0,767491857;0
0,640350928;-0,0458291;0
1,80660681;-0,272502881;1
0,519653006;0,972032539;0
1,400771637;-0,541750669;1
1,678407762;-0,530886366;1
-1,073975958;-0,197703719;0
0,123551363;0,418468399;1
-0,76150366;-0,122356284;0
1,398668827;-0,548155434;1
0,750745318;-0,196205634;1
-0,900766528;1,100664001;0
1,147125279;-0,942704496;1
0,003388798;0,284266849;1
1,155428302;0,512263261;0
-0,511574244;0,867010936;0
0,31049935;-0,054470448;1
-0,611912759;0,975032786;0
0,777664631;0,388664007;0
-0,257906604;1,059369743;0
1,855358682;-0,004212677;1
0,887888557;0,022894488;0
0,313680124;-0,465685293;1
0,936021668;-0,282353233;1
0,148322697;0,165790363;1
1,645173681;0,218629245;1
0,424700504;0,329672587;1
0,768278997;-0,572760303;1
0,617779991;-0,195722848;1
0,318011831;0,935787417;0
1,241856634;0,580733002;0
0,005447044;1,197640823;0
1,306587119;-0,67978399;1
0,068617539;0,304684648;1
0,995084089;0,243542495;0
0,473401967;-0,131249672;1
0,776035568;0,004617585;1
-1,168514557;0,180645605;0
-0,522766438;1,115730402;0
1,012535233;-0,516125739;1
2,141239009;-0,295693137;1
-0,845969277;0,640099581;0
0,534005074;0,814511662;0
-0,987440571;0,884818637;0
-0,517513829;0,411465409;0
1,633485623;-0,300043504;1
0,130083008;-0,048830759;1
1,593514967;-0,127607943;1
1,016060802;-0,314697053;1
1,28772819;-0,186781383;1
0,134987715;-0,540630427;1
0,434260903;-0,346925896;1
1,404336209;0,319038218;1
-0,699295711;0,519896107;0
0,138383328;-0,360648612;1
-1,158420964;0,19348046;0
1,462037956;-0,560153707;1
1,072998792;-0,691793035;1
0,251300136;0,645593302;0
1,635201687;-0,400324059;1
0,043229676;0,060149734;1
1,500412033;-0,335007136;1
0,680210442;0,332035153;0
1,198303547;-0,167117382;1
-1,252222063;0,274542351;0
-0,525132498;0,933404555;0
0,385798823;0,937013342;0
-0,926359783;0,387835381;0
0,855990076;0,28920231;0
0,49145708;-0,23211956;1
1,463272613;-0,455465259;1
-0,3511434;0,250960623;1
0,230321607;0,916118677;0
0,417627362;0,846494452;0
0,228088503;0,654342736;0
-0,161918507;0,962875634;0
1,830036973;0,09954664;1
1,257513174;0,663756698;0
1,367196628;-0,100268499;1
-0,197586863;1,201327784;0
1,875531096;-0,092805514;1
0,995699706;-0,270066555;1
0,274391047;0,02542652;1
1,065543439;-0,375228001;1
0,583299331;0,717910595;0
1,385927348;-0,582190841;1
0,51714815;0,697721023;0
-0,175058792;1,319600848;0
0,724079397;0,729140661;0
1,755997897;0,344056008;1
-0,211735664;0,247547912;1
1,222355505;-0,382571204;1
0,333375825;1,33725559;0
0,382139661;-0,119316188;1
-0,315283255;0,854139422;0
0,515545779;0,934367068;0
0,372824082;-0,227699995;1
0,607474232;-0,026233442;1
1,062617011;-0,37687648;1
1,005261076;0,25000597;0
0,275714611;-0,311996723;1
0,180486202;0,281039198;1
0,875889814;0,168704865;0
-0,110671214;0,534863564;1
-0,46698779;0,881735645;0
-0,112546252;-0,109413771;1
0,724916179;-0,72598254;1
0,133281826;0,350105272;1
-0,080292657;1,163309676;0
0,804848216;-0,359667596;1
1,072162027;0,294695548;0
0,753386339;-0,036377673;0
-0,762800801;0,582475645;0
-0,070388587;1,314522518;0
1,349204577;0,281104764;0
0,069361844;0,508690434;0
-0,248629499;0,613591218;0
-1,191500198;0,197672449;0
1,864455397;0,768312652;1
-0,575535777;0,900809531;0
0,30495544;-0,446606834;1
0,475170119;-0,332956435;1
1,9432441;0,268639593;1
-0,110825719;0,445161467;1
0,181649145;-0,400373642;1
0,130586934;0,176633308;1
2,182699471;0,311228071;1
1,133684763;-0,787133346;1
1,076381724;0,94168777;0
0,264951293;-0,175103682;1
2,033934326;-0,040389229;1
0,767509875;0,358546445;0
-1,127893513;-0,10593491;0
-0,259949866;1,263207158;0
-0,981147059;0,706122539;0
-0,453692349;0,992899421;0
1,647107965;-0,016914867;1
-1,29307353;0,112234589;0
-0,841914494;0,636596183;0
0,074846669;1,041430392;0
1,11473903;-0,686500319;1
0,250923828;0,16643777;1
1,563109186;-0,327666705;1
-0,876020105;0,486099256;0
-0,279077072;1,028934031;0
1,021860313;-0,497773409;1
1,686465236;0,221326783;1
0,498234799;-0,187359539;1
1,899620663;0,361042643;1
1,446269945;-0,270282054;1
0,523111448;-0,661954261;1
0,194527639;1,200052313;0
0,701621181;0,071035134;0
0,113260199;-0,226100044;1
2,095108936;0,128685786;1
0,722154997;0,148361621;0
0,594175895;1,008417956;0
0,012642706;0,632283877;1
1,674571439;-0,38246551;1
-0,342713466;0,863381094;0
1,712711175;-0,311539407;1
-0,847208555;0,671862917;0
1,611776777;-0,347351165;1
1,479465042;-0,31863676;1
-0,165589546;1,258381616;0
-1,02024854;0,625740977;0
0,045579434;0,385528225;1
0,382684585;0,984951983;0
1,243173488;-0,346155791;1
0,311645929;0,035817527;1
-0,039524249;-0,231364096;1
0,120005615;0,178792759;1
0,402128065;-0,348969095;1
-0,585786059;0,287316373;0
-0,980017051;0,896133139;0
2,017984431;0,156035041;1
1,926788162;0,906243784;1
1,214068705;-0,432248676;1
-1,102170676;0,456761516;0
0,474927603;0,76360399;0
2,203507231;0,48695005;1
-0,252748259;0,877479133;0
0,363963774;-0,324065547;1
1,473039327;-0,336310198;1
1,62747018;0,038332128;1
0,473330456;-0,365688551;1
0,723883115;-0,241292445;1
1,27661319;-0,465353072;1
-0,451665305;0,602540074;0
1,254386269;0,234804048;0
0,40484288;1,107800154;0
0,52424907;0,782753964;0
0,566327535;-0,714135962;1
0,667915744;-0,033934036;1
-0,433982378;0,986144933;0
-0,061798229;0,727868051;0
1,736089903;-0,216442125;1
0,036749431;0,202106867;1
0,722257751;0,483134816;0
-0,925994233;0,724387993;0
0,937235498;0,352765438;0
1,833612864;-0,155132864;1
-1,428774165;0,327980761;0
0,692504594;0,687917609;0
1,012720201;-0,476221039;1
2,113617586;0,196414775;1
-1,150261598;0,355121459;0
1,128797752;0,573412538;0
1,028463067;-0,397296061;1
1,280102673;-0,207662997;1
0,101603983;-0,312899595;1
1,289973111;-0,436914682;1
1,80290847;-0,254880855;1
0,119166174;0,062357218;1
0,87870712;-0,120995171;0
0,266695395;-0,40833086;1
1,870703719;0,26280178;1
0,963552119;-0,483182676;1
0,058113814;0,32652881;1
0,941617006;-0,100379254;0
-0,019891032;0,830111986;0
-0,115709817;0,345410099;1
0,683080014;0,572971067;0
-1,136380407;-0,08914797;0
0,232850699;0,053682592;1
0,069313834;1,126101104;0
-0,664049338;1,017572556;0
0,878301378;-0,320962737;1
1,468293015;-0,685476022;1
1,152411566;0,163795689;0
1,63114427;0,117373656;1
1,071884496;0,542286296;0
-0,675256807;0,813276286;0
1,42845961;-0,146603131;1
-0,06231077;-0,028486914;1
0,476586708;0,806038562;0
0,366945508;1,099881414;0
1,869077053;0,204772554;1
-0,601603181;-0,051510812;0
0,915483213;0,049756096;0
-0,750972498;-0,13414246;0
-0,718013831;0,756814055;0
-0,65505619;0,688028888;0
1,602679825;-0,104342078;1
-0,185113887;0,941182911;0
-0,086107913;-0,407423934;1
0,50478029;0,945770732;0
-0,345538222;0,892757456;0
0,373483895;0,772321989;0
1,809348201;-0,2601372;1
-0,586977658;0,937578437;0
0,765416291;-0,326676383;1
-0,074933698;0,966968785;0
1,559622943;-0,193912957;1
1,023604037;0,455547053;0
0,244229864;0,075724092;1
-0,50685657;0,913819078;0
0,940962847;-0,380381184;1
-1,139990251;0,414205729;0
-0,920126994;0,175249318;0
2,327441087;0,391266987;1
1,2874154;-0,147523639;1
0,150307261;-0,521174881;1
1,091602155;0,077353882;0
0,296014806;0,743531529;0
-0,279296415;1,02704445;0
0,997070842;0,668961749;0
0,567541505;-0,663504088;1
0,327562878;0,910897587;0
0,725859424;-0,456654906;1
0,039030618;1,173209899;0
-0,21259861;1,307256024;0
0,184178319;-0,407829479;1
1,358574333;-0,434734923;1
1,055959148;-0,625161634;1
1,053232859;-0,239857331;0
0,939464398;-0,262918873;0
0,606895178;0,507151453;0
2,04460735;-0,135270504;1
0,243172142;-0,415010677;1
-0,740547736;0,951162736;0
0,331876236;0,090843793;1
0,681511107;1,066786176;0
-0,717382879;0,332323131;0
0,141385233;0,101180033;1
-0,966258977;1,162144656;0
-0,614777327;0,540647457;0
1,804483148;-0,285275991;1
-1,028553439;0,47102093;0
0,752609126;0,078669449;0
-0,419039288;0,638042228;0
0,704723455;0,695986521;0
0,236546366;0,688826069;0
0,00823494;-0,090706262;1
-0,763376908;0,382172613;0
0,22967914;-0,022642777;1
1,006143022;0,481830158;0
1,057351577;-0,217808687;1
0,317431927;0,9801614;0
2,216572047;0,099979505;1
2,0183483;0,322981019;1
0,877939628;0,276196675;0
0,779979154;0,520519469;0
0,219450049;0,113607833;1
0,461643874;-0,217651822;1
-0,443733071;0,911146757;0
0,305453042;-0,003008864;1
-0,090667337;1,066265199;0
-1,042158342;0,909924253;0
0,71526523;0,591057701;0
2,362874765;0,784698369;1
1,868547718;1,142940212;1
0,008051023;0,328013264;1
-0,449962504;1,10020953;0
0,500863674;0,744174882;0
-1,248992722;0,182439333;0
0,225113525;-0,048087133;1
-0,490029904;0,853853397;0
1,51624097;-0,824865779;1
0,436784807;0,953452831;0
-0,029846044;0,004924801;1
-0,283021734;0,120464084;1
0,334131552;0,037970658;1
1,796547616;0,436079263;1
-0,148221636;1,103307743;0
-1,001131688;0,622987988;0
1,023072337;-0,335150735;0
0,195603354;0,216303367;1
1,432535;0,151986942;0
0,605611933;0,742019391;0
-0,816286585;0,025778567;0
-0,836433286;0,885090834;0
-0,632836895;0,991225054;0
0,284513143;0,695373308;1
2,176808813;0,305719983;1
-0,373751271;0,136850602;0
-0,450040389;0,647450604;0
-0,709133765;1,274284134;0
0,838550952;0,173233763;0
0,611059806;0,928275383;0
0,15033219;0,685602954;1
-0,674025551;0,262830127;0
1,063036416;-0,387620115;1
1,753072592;-0,415881598;1
-0,940319865;0,036168373;0
-0,866247322;0,465076793;0
1,981403106;-0,064239836;1
-0,654792887;0,470807133;0
0,786207219;0,954688099;0
2,04663601;-0,19566762;1
0,442338157;0,92053108;0
-1,040233329;-0,003707768;0
1,247176026;-0,428254709;1
0,222868526;-0,056185249;1
1,225175693;-0,682500958;1
-0,58324453;0,789910006;0
1,694543045;0,278387463;1
0,775646909;0,423945441;0
0,084953908;0,199962094;1
0,272671945;-0,274572446;1
1,299166375;-0,364211627;1
0,484534493;0,921042375;0
0,027097867;0,757496585;0
1,592770672;0,28631371;1
0,377375493;1,181921695;0
0,775306643;0,957045023;0
-0,419061142;0,83126264;0
-0,958614418;0,201982363;0
-0,100605647;0,967420324;0
0,643357704;-0,511077125;1
0,587418265;-0,7853579;1
1,483575244;-0,396802704;1
0,563121432;0,885199029;0
0,685730147;-0,395945016;1
0,23997028;-0,592079521;1
2,296647222;0,327587738;1
1,054406378;-0,256168669;1
-0,461742667;0,817895099;0
0,724769387;1,275929757;0
0,608913478;0,709274546;0
-0,120397769;0,499941377;1
0,548986105;0,651814087;0
-0,13056977;1,008533391;0
0,328186017;0,557199666;0
2,101609384;0,449238466;1
0,819694144;0,64970063;0
0,817750852;-0,736462861;1
-0,533435544;0,321647528;0
-0,277301295;1,196010397;0
0,575735959;0,358040396;0
-1,015643326;-0,023173364;0
0,191540902;0,873380288;0
-0,121676886;1,14565383;0
1,234667378;-0,046758016;1
-0,272314614;0,889274785;0
0,54266971;-0,098961461;1
2,138783502;-0,598148865;1
0,553067802;0,442070926;0
0,096465156;0,462231984;1
0,182680293;-0,394399473;1
-0,003545014;0,546645956;1
-0,18104883;-0,071835432;1
0,873575548;0,641753948;0
0,920834706;0,30046767;0
-0,05294724;0,271187936;1
1,607398035;0,265666878;1
0,728791672;0,140240672;0
1,176413659;-0,664797719;1
-0,964419683;0,500676741;0
0,90738567;0,382972007;0
0,251059401;1,110304231;0
1,47988758;-0,447054741;1
-0,758169417;0,528151545;0
1,734241921;-0,324507549;1
0,2456714;0,824226339;0
-0,429550887;1,12197258;0
-0,27542293;0,810475151;0
1,613616022;0,153584174;1
-0,036420353;0,643329066;0
1,870328505;0,264687761;1
1,646654065;-0,071595528;1
1,347614534;-0,498449325;1
0,750454726;0,682282578;0
-0,405295892;1,059474077;0
1,296581239;-0,358122768;1
0,767807121;0,858775246;0
0,899855246;-0,368974789;1
1,726377661;-0,701913302;1
1,72225932;-0,145608397;1
-0,888787564;0,352584797;0
1,511061892;-0,058589951;1
0,467130892;-0,659543434;1
-0,705877127;0,571910707;0
-0,946889821;1,135140552;0
1,2248666;-0,56908462;1
-0,238847387;1,044174779;0
-1,015010086;0,068403096;0
1,914250313;0,243151457;1
0,911005979;0,219982051;0
-0,139077639;0,116623051;1
0,553549196;-0,385856834;1
0,565333159;-0,560795599;1
0,473075426;0,126854172;1
-0,3946347;0,041924592;1
0,121298927;0,004768034;1
0,788610119;-0,400875873;1
-0,437775741;1,172626776;0
0,043767141;0,423778122;1
1,752424503;-0,045651482;1
0,420589727;0,830444966;0
1,265102743;-0,63905347;1
0,831125654;0,653312103;0
-0,074967429;-0,04712872;1
-0,017247149;0,127130812;1
-0,000132866;0,367981553;1
-1,116085003;0,31251902;0
0,760059618;-0,403098396;1
1,396781488;-0,635417175;1
-0,645338942;0,957399164;0
0,677701452;0,534288084;0
0,167697821;1,108848444;0
1,435600342;-0,59249521;1
0,694694532;1,172772173;0
0,579690344;-0,068732107;1
-0,286744928;0,965941778;0
-0,196442278;0,123973745;1
0,155039336;0,009428381;1
1,732434971;-0,159076856;1
-1,256316863;0,613283169;0
0,39152153;-0,455148793;1
1,92434382;0,142358133;1
1,924696383;-0,020409638;1
0,028948891;0,502429879;1
1,808326063;0,338069683;1
0,709676124;-0,7262787;1
0,55419553;-0,408857645;1
0,672154595;-0,837130766;1
0,9101902;-0,230150284;1
2,176331094;-0,163987588;1
1,473562559;0,159721121;1
0,392633505;-0,145216415;1
1,033048977;0,063457317;0
1,755644;-0,485158907;1
1,168847974;-0,191926737;1
0,179451811;0,126270127;1
0,802503199;-0,442407846;1
-0,511532767;0,859746094;0
1,932704759;0,33120103;1
-0,766213999;0,489218;0
0,419021118;-0,187843254;1
0,805088123;-0,193309;1
-0,938836832;0,105077295;0
-0,830553381;0,644273772;0
0,517449007;-0,212462998;1
0,61823075;-0,378355868;1
0,019775477;-0,444546847;1
0,733163084;0,364748759;0
-0,257210153;0,284990467;1
1,261197423;-0,773220165;1
0,140699997;0,38246934;1
0,162334688;-0,077239707;1
-1,003004191;0,270257676;0
-1,05664428;0,396727118;0
1,591914033;-0,35617617;1
0,531711232;0,560183862;0
-0,752448749;0,876054595;0
0,538265597;0,687199395;0
1,16114781;-0,765075005;1
0,294684656;-0,155255457;1
2,108582938;0,438530781;1
0,779195492;-0,194651353;1
0,07805474;1,398109539;0
1,543698823;-0,146754743;1
0,39155643;1,013327395;0
-0,377115862;0,606688686;0
1,465801446;-0,203703173;1
1,954018604;-0,370339426;1
0,068836446;0,950589457;0
0,908399842;-0,247629133;0
-0,106680841;1,102001938;0
1,022194895;-0,526647873;1
0,033070571;0,974426336;0
-0,190483019;0,277561007;1
0,510450611;-0,095857425;1
-0,07135693;0,309882545;1
-0,848999404;0,729133891;0
0,565801658;1,021411512;0
-0,754964642;0,457508076;0
0,62911689;0,890932685;0
-0,99427015;0,858000165;0
2,274881606;0,331681575;1
1,299164938;-0,54309797;1
0,478874601;-0,272410335;1
1,60199406;-0,043642943;1
0,656735558;1,054968418;0
-0,768533849;0,351782309;0
0,632559323;0,524577762;0
0,414710785;0,724253181;0
1,7197763;-0,236238285;1
1,114471563;-0,607484262;1
-1,022622657;-0,006623551;0
0,613067826;-0,116061348;1
0,772445087;-0,620551909;1
1,459035393;-0,392173657;1
0,612299299;-0,257973514;1
0,526262126;-0,485241945;1
0,550846012;0,788707502;0
-0,305749415;0,038052383;1
1,084859288;-0,594515645;1
2,212527867;-0,371659799;1
0,044900536;0,805192062;1
1,392956175;-0,547609794;1
2,289751304;-0,112947366;1
0,518237769;-0,513430422;1
-0,631473415;0,878176752;0
0,370756175;1,084117268;0
0,667907793;0,524165228;0
1,054323889;-1,054230948;1
-0,030659667;1,24172461;0
0,248602466;0,309667951;1
1,274285382;-0,101049509;1
0,563458185;0,584242372;0
1,020950006;0,255407951;0
0,077149482;0,659334716;0
0,478798742;0,857551331;0
1,323402869;-0,422952711;1
1,78435427;-0,265603595;1
1,626581244;-0,025194182;1
1,988463258;-0,076971978;1
0,3166723;0,921241439;0
1,184394092;-0,481500249;1
0,486502056;0,95342407;0
-0,372133456;0,742665479;0
-1,296052422;0,30807943;0
0,475846625;-0,498433565;1
0,174132137;-0,11984451;1
1,37748784;-0,64021925;1
-0,049713358;0,315765306;1
-0,787633631;0,488407406;0
1,710561792;-0,206460355;1
1,253273062;0,383290401;0
-0,598024494;0,453424819;0
-0,678192676;0,740062164;0
0,09467879;-0,043409921;1
0,327743637;-0,226145752;1
2,023035767;0,085336834;1
0,093368382;0,935470369;0
0,109483216;-0,244968166;1
2,124470449;0,333126834;1
1,968458426;0,137319917;1
0,032238352;0,763030261;0
1,445470045;-0,160478719;1
2,151612544;0,011605852;1
2,00855653;0,430371187;1
-0,275338462;1,573997559;0
1,761609988;0,034410885;1
1,738772931;0,598600666;1
1,186281909;-0,564072275;1
-0,476232001;0,473856601;0
-0,146354638;1,218119045;0
0,846606693;-0,095911988;0
1,917446625;0,272395597;1
0,478649291;-0,643646632;1
1,644717538;-0,228522988;1
0,104399377;0,982309787;0
0,435053091;0,859010753;0
0,415483248;1,157069486;0
1,081719701;0,846308867;0
0,541372215;-0,159392255;1
2,204921628;0,121194117;1
-0,715426039;0,727729461;0
